text,lang,id,political,racial/ethnic,religious,gender/sexual,vilification,dehumanization,extreme_language,lack_of_empathy,stereotype,invalidation,other,polarization
Hay que hacer las cosas callada la boca la puta madre.,spa,21549,0,0,0,0,0,0,0,0,0,0,0,0
@lopezdoriga @dparamooficial Cllate zorra priista,spa,20211,0,0,0,0,1,0,0,0,0,0,1,1
Yo llego atender alguna llamada del tlf de mi pap y llega hablar una mujer es que le mento la madre a esa puta,spa,24104,0,0,0,1,0,0,0,0,0,0,0,1
La gabacha no querr ver algo britnico ni a 638294 kilmetros.,spa,23701,0,0,0,0,0,0,0,0,0,0,0,0
Y t eres una PUTA ZORRA #feminazi de las cuales deberan avergonzarse (y muchas ya lo hacen) las MUJERES https://t.co/HOKJW1uCCj,spa,23481,0,0,0,0,1,0,0,0,0,0,1,1
@LaJornadaMaya Si denuncian acoso sexual.le quitan sus derechos sindicales. Cuando naciste imbcil no tienes remedio. @Observa_Tuimss @Tu_IMSS,spa,22738,0,0,0,0,0,0,0,0,0,0,0,0
Cada puta semana igual. La puta carpeta. Estoy hasta el moo de Cepeda. No se mereca quedarse. Ojal hagis un poquito de autocrtica todos los que lo apoyais. #OTGala7,spa,20161,0,0,0,0,0,0,0,0,0,0,0,0
Perro @amarchesin1 ponte a leer sudaca https://t.co/ERwBeNGsdg,spa,21276,0,0,0,0,0,0,0,0,0,0,0,0
Opinin:  Es la inmigracin masiva un problema? 15 consejos para solucionarlo y evitarlo https://t.co/mr73IwBT0o https://t.co/iVpy1rAMyp,spa,24650,0,0,0,0,0,0,0,0,0,0,0,0
El profe diciendo que nada de apodos y que slo hay que hablarnos por nuestro nombre y a los tres segundos: Gera psele al frente,spa,24341,0,0,0,0,0,0,0,0,0,0,0,0
@C5N Hija de re mil puta!!!!!!!!!!!! Ya te va llegar lo que te mereces,spa,22177,0,0,0,0,0,0,1,0,0,0,1,1
@TitoHunterLoL puto homfobo de mierda te voy a meter la polla en la garganta para que no vuelvas a decir gilipolleces,spa,21429,0,0,0,0,0,0,0,0,0,0,0,0
Se la viven peleando tipo: TE PODES CALLAR? VOS CALLATE HIJO DE PUTA VOS LOCA ENFERMA DEJAME EN PAZ *LO CHAPA PARA JODERLO* ME CANS,spa,22036,0,0,0,0,0,0,0,0,0,1,1,1
@Pushsy_Herem @April_Gamer *.* me podes ensear de como mircoles dibujas tan bien? Enseame chamaca perra Ahre esta emosho uwu,spa,22180,0,0,0,0,1,0,0,0,0,0,1,1
@FaunaFeminazi Aydanos a promover el Movimiento SEMEN!! Un RT!,spa,24418,0,0,0,0,0,0,1,0,0,0,1,1
@Delsoncarvalho2 @SilvioArnaudoOK @loricchio @Flamengo Brasil es la escoria del mundo! Callate negro hijo de puta! Vai engraxar zapato con sua cara!,spa,24694,0,1,0,0,0,0,0,0,0,1,0,1
@IaraPicatto1 Callate que yo tmb te extrao perra,spa,20906,0,0,0,0,1,0,0,0,0,1,1,1
ya no uses el puto we  Cllate puto maricon hijo de perra https://t.co/186gAlnjrG,spa,21840,0,0,0,0,1,0,0,0,0,0,1,1
#AoNuevoEnCombate zorra callateeedd,spa,20301,0,0,0,0,1,0,0,0,0,0,1,1
Masculinidad frgil es mi crush francs echndose un clavado al cenote solo porque un grupo de rabes le dijo pussy,spa,22938,0,0,0,0,0,0,0,0,0,0,0,0
@quieromamarpene @calenton_madrid @Pito_maricon_ Vas a sentir como s mueve m polla en t culo de putita para qu veas que t amo no s olvida nunca de darte t racin de leche en ese maravilloso culo peludo de putita,spa,24848,0,0,0,0,0,0,0,0,0,0,0,0
Apoyo a una legislacin en Per que castigue doble pena a inmigrantes culpables de delito. Cese al perjuicio que choros exportados perjudiquen a sinceros emigrantes compatriotas,spa,23028,0,0,0,0,0,0,0,0,0,0,0,0
Esta chica denuncia una violacin invisibilizada y lo que os preocupa es que diga que el agresor tena polla. Sois imbciles. https://t.co/ZeBi9EIIR1,spa,21303,0,0,0,0,0,0,0,0,0,0,0,0
Tu chica es un poco guarra   Quin se supone que es mi chica https://t.co/bmgezed3wY,spa,20457,0,0,0,0,0,0,0,0,0,0,0,0
@joeldavid26 On tu eres muy perra,spa,21245,0,0,0,0,1,0,0,0,0,0,1,1
@feminiciD10S @metabolizedjunk Callate hijo de perra,spa,21849,0,0,0,0,1,0,0,0,0,1,1,1
@migracionpanama @Mitradel operativo en multi plaza restaurantes con extranjeros sin PAPELES.hasta cuando SAQUEN ESA BASURA,spa,23482,0,0,0,0,1,0,0,0,0,0,1,1
Quieroite un lomito arabe com salsa de ajo,spa,20197,0,0,0,0,0,0,0,0,0,0,0,0
#HaceMuchoQue no tienes derechos #Honey...,spa,20583,0,0,0,0,0,0,0,0,0,0,0,0
LA SOLUCIN ES SOLDARLE EL TIMN DE LA PATERA RUMBO DE DONDE SALIERON CON AGUA Y COMIDA. https://t.co/59pInBdgnR,spa,24126,0,0,0,0,0,0,0,0,0,0,0,0
SE LO MERECA TANTO LA PUTA MADRE VAMOS FLORENCIA ES SEMIFINALISTA,spa,24354,0,0,0,0,0,0,0,0,0,0,0,0
Los miles de inmigrantes nacidos el 1 de enero | El Correo https://t.co/cIQ3MTFjVZ  Un magreb que lleg con 17 aos y un subsahariano que lo hizo en patera a la misma edad retratan el fenmeno de los menores migrantes. https://t.co/ec09odxSyu,spa,24894,0,0,0,0,0,0,0,0,0,0,0,0
Entre Arabe de @papichampok y @_eckoyg y el freestyle que se acaba de mandar Ecko confirmamos la existencia de dios reencarnado en persona,spa,23843,0,0,0,0,0,0,0,0,0,0,0,0
@_Dxku_ @goneguru4 Ti o cllate la puta boca y djala en paz por que sabemos que no nos dars la razn as que dejemos el tema,spa,20490,0,0,0,0,0,0,0,0,0,0,0,0
// creo que algum vecino esta escuchando reggaeton pero no lo tengo claro porque suena como si coges una msica rabe y le metes autotune rollo robtico,spa,21778,0,0,0,0,0,0,0,0,0,0,0,0
NO A VER CALLATE VALE ME CAGO EN LA PUTA SIGUE Y CALLATE VAMOS ESCRIBE BASTA DE DOLOR EN EL PECHO https://t.co/zydY3XNreX,spa,22913,0,0,0,0,0,0,0,0,0,1,1,1
@antonellagf21 @camii_vena CALLATEEEE VOS PERRA ENVIDIOSA,spa,24062,0,0,0,0,1,0,0,0,0,0,1,1
Una vez un arabe me pidi matrimonio en Canad JAJAJAJAJA 100% real 0% fake,spa,20346,0,0,0,0,0,0,0,0,0,0,0,0
NUEVO! Recetazas: Empanadas Arabes #Noticias  #PolemicaEnElBar #Incorrectas #OjosQueNoVen #ViernesIntratable #DeboDecir via @lachismozatv +RT https://t.co/K3iiFvGgPj,spa,24304,0,0,0,0,0,0,0,0,0,0,0,0
@YeniVilcatoma2 @AlbertoBelaunde Perra sinverguenza tu eres parte de la mafia fujimorista.,spa,21792,0,0,0,0,1,0,0,0,0,0,1,1
@newells_cami @mellopez00 Jajajajjajaja callate la puta madre,spa,24791,0,0,0,0,0,0,0,0,0,1,1,1
@eride91 Es que somos muy inocentes y ya ensear un pezn es ser una guarra,spa,22543,0,0,0,0,0,0,0,0,0,0,0,0
Y cuando llega y me destroza l dice: te lo mereces por puta.  No dejes de someterme cielo. #enamorada #minovioesgenial https://t.co/6ue18QOg8e,spa,22124,0,0,0,0,0,0,0,0,0,0,0,0
@_JBonilla_ @CanalYesTV Cllate perra,spa,20947,0,0,0,0,1,0,0,0,0,0,1,1
hola rubius te sigo desd qUE TE CALLES LA PUTA BOCA A QUIEN LE IMPORTA,spa,21335,0,0,0,0,0,0,0,0,0,0,0,0
.@ArabeUnido_ quiere seguir buena racha en casa. @costadeleste buscar esta noche su primer gol en la @LPFPanama. #LPFxRPC https://t.co/LNDsZDDT5O,spa,24526,0,0,0,0,0,0,0,0,0,0,0,0
Sigan haciendo experimentos con sudacas https://t.co/GWNBYSS8fC,spa,23616,0,0,0,0,0,0,0,0,0,0,0,0
Lavar los platos reduce el estrs' http://t.co/YXDqWsdx4Z Les vendr bien despus de pensar ms de 10 min seguidos (Tampoco har milagros),spa,24179,0,0,0,0,0,0,0,0,0,0,0,0
Ya estamos full en las delicias de isabella lomito rabe salsa para pizza empanada hamburguesa sndwich de lomito todo casero te espero en campo va entre https://t.co/tnGhCUblPb,spa,23521,0,0,0,0,0,0,0,0,0,0,0,0
Y con dos monjas diciendote que te calles la puta jeta JAJAJAJAJA ay 2017 fuiste mi mejor ao xDD https://t.co/T8cL7kZKHc,spa,24497,0,0,0,0,0,0,0,0,0,0,0,0
Nivel 4 reforzado es igual a recoger 400 inmigrantes cada da . https://t.co/RVYHv6mL06,spa,22995,0,0,0,0,0,0,0,0,0,0,0,0
conversaciones con mi hermana: - Nerea baja el volumen del mvil por favor. - Cllate zorra.,spa,24258,0,0,0,0,1,0,0,0,0,0,1,1
@yaitzaxavi @victoirefrmhell @WWE @RealPaigeWWE Callate zorra cara de mono,spa,21294,0,0,0,0,1,0,0,0,0,1,1,1
@palopascalee paloma cllate la boca que sos de flaca hija de perra una envidia,spa,24380,0,0,0,0,1,0,0,0,0,0,1,1
@LuisitoComunica Eres un hijo e puta que te mereces lo mejor chido por ti felicidades perrn festejemos en grande con esta meloda! https://t.co/nLmylXYjkB,spa,23903,0,0,0,0,0,0,0,0,0,0,0,0
rabe para que la pussy lo baile  @papichampok @_eckoyg,spa,22005,0,0,0,0,0,0,0,0,0,0,0,0
@MaviMartinezok Callate la boca perra desgraciada,spa,20472,0,0,0,0,1,0,0,0,0,1,1,1
@lapurisimayoro @lorenagm7 @Barbijaputa Me bloque hace siglos. Le dio por decir muchas tonteras sobre m en conversaciones con otras personas. Usando el rumor falso para desprestigiar. A m me parece un comportamiento muy lamentable y que dice mucho y m,spa,23580,0,0,0,0,0,0,0,0,0,0,0,0
Feliz ao a todo el mundo!! Menos a esos hijos de puta que hacen las bromas de 'no como desde el ao pasado'. Mereceis plomo en pecho,spa,23510,0,0,0,0,0,0,1,0,0,0,1,1
Fav si eres bien puta para meterte al nuevo grupo de dm que crear donde nos ensearas las tetas guarra desgrac,spa,23756,0,0,0,0,0,0,0,0,0,0,0,0
@viviana_bonilla @veronicaariasf Como t eres otra VAGA perra desgraciada ladrona,spa,24696,0,0,0,0,1,0,0,0,0,0,1,1
rete t de la valla de Melilla y el muro de Trump. El ayto de Madrid ya hizo sus pinitos con fosos para aislar gitanos https://t.co/AAzZaKxcO2 #madrid,spa,20643,1,0,0,0,0,0,0,0,0,0,0,1
Nas ganas de andar en modo arab para hacerlos volar a todos,spa,22043,0,0,0,0,0,0,0,0,0,0,0,0
@PogbaKing6 @CampoyYT @LMDshw @KNekro @DjMaRiiO_90 Joder to callate que soy un puto adolescente de mierda queriendo llamar la puta atencin,spa,24660,0,0,0,0,0,0,0,0,0,1,1,1
@Despeinaooo @sndrthrrr_ que te calles roger joder puta hostia mierda joder,spa,24239,0,0,0,0,0,0,0,0,0,0,0,0
@reginabanda06 t eres una zorra,spa,23223,0,0,0,0,1,0,0,0,0,0,1,1
Pens que no se te haba roto el tomate este mes.  -Las Kardashian hablando de su menstruacin en espaol gachupin.,spa,24867,0,0,0,0,0,0,0,0,0,0,0,0
Ya era hora coo una puta actuacin como se mereca bravo Cepeda. #OTGala9,spa,24494,0,0,0,0,0,0,0,0,0,0,0,0
l'arabe arab https://t.co/G5reP5dNKs,spa,23007,0,0,0,0,0,0,0,0,0,0,0,0
@vickkysanchezz Cllate tu puta zorra,spa,21434,0,0,0,0,1,0,0,0,0,0,1,1
a ver cuando dejara de provocar y sabes que? Encima no tiene ni culo xD,spa,20855,0,0,0,0,0,0,0,0,0,0,0,0
@Yoimiscircusta2 @CHUPITAOficial @SayumiOficial Pues cllate ya de una puta vez que me has enviado casi 20 mensajes pesao. Y seguro que como eres gilipollas seguirs hijo de la gran puta,spa,21202,0,0,0,0,0,0,0,0,0,0,0,0
[29/10 14:01] Kundogan: Yo no estoy hablando contigo cllate la puta emocin,spa,22175,0,0,0,0,0,0,0,0,0,0,0,0
@josesinito @LeaderDeus @NewSchool_CL Cllate vo si Eri mi perra,spa,21813,0,0,0,0,1,0,0,0,0,0,1,1
@thebossniki Tu eres un imbcil maleducado que no tienes ni puta idea. Dicho esto paso de ti.,spa,24691,0,0,0,0,0,0,0,0,0,0,0,0
HumorMachistahttp://twitpic.com/c6q5k - #Humor,spa,22617,0,0,0,0,0,0,0,0,0,0,0,0
Entrar a Twitter Ver las 2 publicaciones nuevas Salir de Twitter Volver a entrar a Twitter Ver las 2 publicaciones nuevas Salir de Twitter,spa,24637,0,0,0,0,0,0,0,0,0,0,0,0
Pinche Astrid perra hasta en mis sueos eres tonta No te lo mereces,spa,23755,0,0,0,0,1,0,0,0,0,0,1,1
El Gobierno ha reforzado el sistema nacional de proteccin internacional y de acogida al aprobar una oferta de empleo pblico extraordinaria y adicional de 323 plazas destinadas a mejorar la atencin a los solicitantes y beneficiarios de proteccin... https://t.co/YwfKM4sc9J,spa,21063,1,0,0,0,0,0,0,0,0,0,0,1
Sinceramente si tienes un perro y le cortas las orejas y cola ADREDE por puta 'esttica' no mereces tener ese animal y espero que te las corten a ti tambin,spa,23137,0,0,0,0,0,1,0,0,0,0,1,1
GorDA CALLATE DE UNA VEZ QUE NO ESTS VIENDO QUE ALIMENTAS TU DEPRESIN? PUTA MADRE MORITE,spa,20493,0,0,0,0,0,0,0,0,0,1,1,1
@IvanDuque hace falta mas seguridad donde coloquen orden con comerciantes informales y indocumentados venezolanos que venden productos quitando las ventas a los comercios que pagan impuestos esto sucede en Ccuta y el puente Simn Bolvar.,spa,24463,0,0,0,0,0,0,0,0,0,0,0,0
La esposa de mi jefe pas de ser la gera que seguro es bien mamona a mi mam tapata,spa,23774,0,0,0,0,0,0,0,0,0,0,0,0
Pegandole con cinturones entre 8 y ara dicen k.son ellos los.agredidos.pero mierdas k ahy un video aparte sin papeles pues detenerlos y exarlos a la puta mierda tanto negro.en el.paissin papeles no es.normal,spa,20661,0,1,0,0,0,0,0,0,0,0,0,1
@ere_75 @marjorie_aj71 As como t eres maricn y puta tapiada  tu obsesin solo produce risa.,spa,20402,0,0,0,0,0,0,0,0,0,0,0,0
Nunca falta ese hijo de puta que dice -Se puso colorada!- cllate! Ya se dieron cuenta ! Haces que me de ms verguenza!,spa,23115,0,0,0,0,0,0,0,0,0,0,0,0
@GuilleLobo Callate la boca pedazo de hijo de puta. Doa Rosa con micrfono.,spa,22498,0,0,0,0,0,0,0,0,0,1,1,1
@SamiDoural LA PUTA MADRE CALLATE,spa,22002,0,0,0,0,0,0,0,0,0,1,1,1
@ConCiliaFlores @NicolasMaduro Jajajaja cllate maldita perra de mierda ladrona de bancos,spa,23094,0,0,0,0,1,0,0,0,0,0,1,1
No voy a llorar y decir que no merezco esto porque es probable que lo merezcaPOR ZORRA,spa,23111,0,0,0,0,1,0,0,0,0,0,1,1
@DarkGraphics_YT @IstEkoGFX @kanouraa LO MAS SATURADO ES VER MI POLLA EN TU CULO AGUJEREADO,spa,20091,0,0,0,0,0,0,0,0,0,0,0,0
@Criscg2 @s0ymia T eres un@ ni@ que no sabe nada de la vida cuando te toque pasar hambre me voy a rer en tu puta cara,spa,24044,0,0,0,0,0,0,0,0,0,0,0,0
Quieren erradicar el acoso solo hacia las mujeres aprobando este tipo de medidas ridculas. Concejo de Bogot: que inteligente eres. https://t.co/BeudBRO5Dz,spa,24228,0,0,0,0,0,0,0,0,0,0,0,0
Ya por fin con 98% libre de puntas geras https://t.co/BduFMrM6GF,spa,21086,0,0,0,0,0,0,0,0,0,0,0,0
No se por que me empezaron a seguir tantas cuentas rabes pero gracias porque sub como trescientos followers en minutos ahre #MMVAs  #FFArtistShawn,spa,20441,0,0,0,0,0,0,0,0,0,0,0,0
Esta puta blanca no se calla! Ya cllate con tu chugar daddy! Puro pinche chugar daddy! A nadie le importa pendeja!,spa,23034,0,0,0,0,0,0,0,0,0,0,0,0
@perradesatan @iamjoseAM Pues tengo todo el da del seor libre. Y como t eres una perra del ngel cado he pensado que podamos hacerlo frente a una iglesia.,spa,23607,0,0,0,0,1,0,0,0,0,0,1,1
Puta es puta y se trata como puta mujer es mujer y se trata como mujer,spa,22001,0,0,0,1,0,0,0,0,0,0,0,1
Un libro fundamental para entender los traumas polticos y sociales que la derrota militar contra Israel en 1967 gener en los pases rabes. https://t.co/NyM7hlqtNt,spa,24437,0,0,0,0,0,0,0,0,0,0,0,0
VAAAAAAMOOS FLORENCIA VIGNA LA PUTA MADREEEEEE! SOS UNA AMOR DE PERSONA Y TE LO MERECES MUCHO MUCHO,spa,23310,0,0,0,0,0,0,0,0,0,0,0,0
@BeeluArzola Sos una hija de puta mala.madre pobre ngel todo x una tablet perra mal parida no te mereces nada vos presa tenes que ir no al siclogo .,spa,22816,0,0,0,0,1,0,0,0,0,0,1,1
YA CALLATE PUTA PERRA ME TIENES CANSADO CON TUS PENDEJADAS,spa,23964,0,0,0,0,1,0,0,0,0,1,1,1
me: ay el peor enemigo de una mujer es otra mujer also me: esa vieja es bn zorra me again: deberamos respetarnos entre nosotras,spa,20816,0,0,0,1,1,0,0,0,0,0,0,1
@20m Lastima.... callate zorra!!!!!!!,spa,20116,0,0,0,0,1,0,1,0,0,1,1,1
Quin soy yo para faltar el respeto a alguin por ensear una teta o una polla. Ms asco me da juzgar a la ligera y ponerme a faltar el respeto,spa,21667,0,0,0,0,0,0,0,0,0,0,0,0
@juncosCataa Ninguna mujer es puta y el que lo diga es un rancio,spa,22604,0,0,0,1,0,0,0,0,0,0,0,1
As se dice victoria en sirio arabe https://t.co/2JyHkVHPoe,spa,22261,0,0,0,0,0,0,0,0,0,0,0,0
@jcastle1995 mejor cllate perra lmao,spa,21466,0,0,0,0,1,0,0,0,0,0,1,1
Matt Damon critica campaa contra el acoso y la violacin sexual - La Prensa de Honduras https://t.co/GYtXQtZoj0,spa,21207,0,0,0,0,0,0,0,0,0,0,0,0
@weni_habbo @ESHabbo @JorgeHelper @LinuXx_Habbo @DeRociodemiel @BryanBieber17HB @iMonyHabbo Cllate puta,spa,24936,0,0,0,0,0,0,0,0,0,0,0,0
@davidpepi00 Cllate perra que ests igual,spa,22127,0,0,0,0,1,0,0,0,0,0,1,1
@Ricardo_Peralta Cllate puta creo que an sigo ebria,spa,23406,0,0,0,0,0,0,0,0,0,0,0,0
Exclusivas #Tnicas #Arabes de Hombre. Con detalles de #Altacostura #Thawb #Jalabiya #Jubah #Gandura Talles del ... https://t.co/16bTa34hqw,spa,21971,0,0,0,1,0,0,0,0,0,0,0,1
@Cynntuu @Pipo_gabriela @AlejandroPicart @Antonellapicart Callate que a vos no te llego ni a los talones. Puta,spa,21766,0,0,0,0,0,0,0,0,0,1,1,1
@IvannaLaliter NO TENGO AUTOESTIMA LA RE PUTA MADRE CALLATE,spa,22384,0,0,0,0,0,0,0,0,0,1,1,1
@Afrit0_ @luisanalamejorx tu callate puta.,spa,23240,0,0,0,0,0,0,0,0,0,1,1,1
Mood: hasta la polla de la gente imbcil,spa,23602,0,0,0,0,0,0,0,0,0,0,0,0
@lamacope Para q le chupe la polla. Que eres un pesao Callate ya,spa,20524,0,0,0,0,0,0,0,0,0,1,1,1
@BeeluArzola callate puta mal parida perra re culia inconciente callada deberias estar maldita,spa,21607,0,0,0,0,1,0,0,0,0,1,1,1
@__rpl21  t eres mi perra https://t.co/OiBg2bv3Kp,spa,22088,0,0,0,0,1,0,0,0,0,0,1,1
Que temazo arabe dios mio,spa,22864,0,0,0,0,0,0,0,0,0,0,0,0
@EternoBlanco_ Cllate perra por un partido no hay vergenza para alguien que lleva 5 titulos,spa,22918,1,0,0,0,1,0,0,0,0,0,0,1
Edgar tapia Buen compa Nos conocemos desde prepa Llevamos tocando en la misma banda como 2/3 aos  Se acaba de enterar que no soy gabacha https://t.co/2z3h3iwUaG,spa,23741,0,0,0,0,0,0,0,0,0,0,0,0
@diegobossio @diputadospj Cllate gordo hijo de puta. Vos tampoco te vas a poder ni siquiera subir al helicptero...,spa,21505,0,0,0,0,0,0,0,0,0,0,0,0
Y me pongo rabe cuando tomooo,spa,21159,0,0,0,0,0,0,0,0,0,0,0,0
@carolgrillito @marcelaguinaga @MashiRafael cllate perra,spa,24399,0,0,0,0,1,0,0,0,0,0,1,1
Yo nunca le he dicho puta a una mujer pero socia t eres senda petardo  estas navidades no voy a comprar pirotecnias ya contigo vasta,spa,24431,0,0,0,1,0,0,0,0,0,0,0,1
@Ricardo202 Imbecil eres t. Ya scate ese rancho de la cabeza. Miles de nias nios y jvenes padecen de acoso en lnea y en la vida real. Pendejadas como esas que tuiteas mantienen vivo el odio hacia jvenes glbti. Muchos que no tienen ni gua o protecc,spa,20303,0,0,0,0,1,0,0,0,0,0,1,1
@xarita327 @TRIKYHUMOR @yonier2012 @casTa1326 @LizMontoyapan30 @El_SuperRaton @changodepravado Cllate puta!!,spa,21006,0,0,0,0,0,0,1,0,0,0,1,1
me acaban aqui de ensear al nio polla o deberia decir PRINGADO DE LA VIDA Q LO UNICO Q HA HECHO EN SU VIDA (indirectamente) ES TENER UNA POLLA GRANDE.... QUE. PUTO. ASCAZO. NIO.,spa,20134,0,0,0,0,0,0,0,0,0,0,0,0
@alyzaid_duarte Callate perra la amaneciiii,spa,23355,0,0,0,0,1,0,0,0,0,1,1,1
Un da largo CALLATE HIJO DE PUTA ESTABAS JUGANDO AL PDEL,spa,21256,0,0,0,0,0,0,0,0,0,1,1,1
mi novia es demasiado hermosa puta vida nojoda culo,spa,21030,0,0,0,0,0,0,0,0,0,0,0,0
@salvameoficial madre ma Gustavo.. cllate la puta boca de una vez si no quieres hacer ms dao. Todos los hombres son gilipollas perdidos no saben medir hasta dnde se puede hablar y hasta donde no si no se quiere hacer dao.,spa,24528,0,0,0,0,0,0,0,0,0,0,0,0
@AngieDeviluke Te mereces toda mi verga por puta hermosa y para festejar ao nuevo como la zorra come semen que eres hermosa,spa,21648,0,0,0,0,1,0,0,0,0,0,1,1
@JesusSanchezJi4 Solo hago lo q me ensearon Ser una #puta,spa,20865,0,0,0,0,0,0,0,0,0,0,0,0
@mraubreygrey @sweetskipp asi me gusta amor bien rica enseando las tetas ricas que tienes perra rica,spa,21644,0,0,0,0,1,0,0,0,0,0,1,1
@uranioceIoso @iStar57_ T eres mi zorra favorita,spa,22710,0,0,0,0,1,0,0,0,0,0,1,1
@LuceroAndraade Nany t eres bien perra bsica,spa,22121,0,0,0,0,1,0,0,0,0,0,1,1
Finales de 2017 y yo todava no entiendo cuando una mujer es puta o trola,spa,22922,0,0,0,1,0,0,0,0,0,0,0,1
cual es el dia de la mujer? -El dia menos pensado-,spa,21226,0,0,0,1,0,0,0,0,0,0,0,1
@albafff14 t eres una perra infernal,spa,24850,0,0,0,0,1,0,0,0,0,0,1,1
Ya te dije que te calles puta prra sucia de panocha apestosa.,spa,22659,0,0,0,0,0,0,0,0,0,0,0,0
la calle es una zorra pero baby tu eres ms por eso cundo llego me vuelvo a enamorar,spa,22191,0,0,0,0,1,0,0,0,0,0,1,1
como me caga que me digan te recomiendo una pelicula y me la empiecen a contar. si te pregunto adelante si no callate la puta boca!,spa,20950,0,0,0,0,0,0,0,0,0,1,1,1
#Felizsbado La realidad contra la mala leche.   https://t.co/keYpOql4ge,spa,23399,0,0,0,0,0,0,0,0,0,0,0,0
@zndxyyz No tan fuerte como mi polla entrando en tu culo,spa,21924,0,0,0,0,0,0,0,0,0,0,0,0
@CaballoLyL YA CLLATE HIJO DE TU PUTA MADRE https://t.co/Kg1eLDviQ4,spa,24761,0,0,0,0,0,0,0,0,0,0,0,0
@laragarcia3 CALLATE QUE LO NICO QUE NO TE HAGO ES LA TAREA PERRA DESPUS SOY UN A M O R,spa,22311,0,0,0,0,1,0,0,0,0,1,1,1
Mi pap me acaba de ensear un video de una perra estresada y me dijo que era yo.,spa,20846,0,0,0,0,1,0,0,0,0,0,1,1
A mi me descuidas 2 minutos en una peda y ya estoy hablando rabe.,spa,23211,0,0,0,0,0,0,0,0,0,0,0,0
@SR_haru_L Sera un honor ensearle a mi hija como ser una buena zorra,spa,23973,0,0,0,0,1,0,0,0,0,0,1,1
@MashiRafael Vergenza mundial dan ! Ratas!  y vos correa hijo de puta no te mereces la ciudadana ecuatoriana igual q ese Jorge Glas! Repudio total a la maoseria y caretucada de tu gobierno!,spa,24904,1,0,0,0,0,0,0,0,0,0,0,1
Te amamos pinche gero de mierda! https://t.co/K3ad6e5Bhv,spa,20322,0,0,0,0,0,0,0,0,0,0,0,0
@ash_london CALLATE PERRA LOCA CON METERTE CON LOUIS YA ES MUCHO . TE METES CON BARDERAS,spa,20097,0,0,0,0,1,0,0,0,0,1,1,1
@JLozanoA @IIJONGUI Cllate Pendejo. Pinche zngano vividor del pueblo. Nos jodes con su puta #LeyDeSeguirdadInterior y todava vienes y nos regaas. No eres ms que un hijo de reputisima madre,spa,21190,0,0,0,0,0,0,0,0,0,0,0,0
Cojer con m novia es lo mejor que existe alta perra encima,spa,21040,0,0,0,0,1,0,0,0,0,0,1,1
@Yullian2 A veces creo que t eres su perra.,spa,22997,0,0,0,0,1,0,0,0,0,0,1,1
@pelusasaez1 Ha sido por regaarle xq le iba a pegar a un perro.. Me salta tu cllate puta y digo tu padre desgraciado. Lo que no me pase a mi..,spa,22499,0,0,0,0,0,0,0,0,0,0,0,0
@Relatofeminista Mucho imbcil suelto por el mundo.,spa,23315,0,0,0,0,0,0,0,0,0,0,0,0
@elchiringuitotv @As_TomasRoncero #ChiringuitoKepa tu eres gilipollas roncero!! Donde est vuestra puta factora?,spa,20078,0,0,0,0,0,0,1,0,0,0,1,1
@TowandaRebels Soy puta y sois las mujeres ms repugnantes que espero nunca tirarme a la cara nadie nos obliga y NO ME VIOLAN,spa,21372,0,0,0,0,0,0,0,0,0,0,0,0
@TNFamosos Uy pero que cochino el que acoso a la fea est. No se le cree nada a la imbcil est maju creo se llama. Un asco y mentirosa la mina,spa,22081,0,0,0,0,0,0,0,0,0,0,0,0
TE LO MERECES POR PERRA. Lo arrastra por la academia de las greas y le da unos chanclazos. https://t.co/9GwmLte4BU,spa,22990,0,0,0,0,1,0,0,0,0,0,1,1
[6/1 21:05] Puta: callate [6/1 21:05] cami: callame... [6/1 21:09] Puta: como tas hoy turra eeee dsps no arrugues cuando t coma la boca,spa,24346,0,0,0,0,0,0,0,0,0,1,1,1
LO HERMOSA QUE ES CAMKLA LA PUTA AMDRE ESTA MUJER ES ARTEEE,spa,22050,0,0,0,1,0,0,0,0,0,0,0,1
Yo tenia un folio lleno de mapas que mis hermanas no usaron y me quedaban a mi y al que me pidiera https://t.co/jFWExx34qs,spa,21230,0,0,0,0,0,0,0,0,0,0,0,0
@Metapodsin eres un imbcil de mierda nos tienes envidia pq somos la polla es eso verdad metapod lo sabia,spa,22308,0,0,0,0,0,0,0,0,0,0,0,0
@NicolasdelCano @aquisiclaudia Callate hijo de puta pelotudo cmplice de la derecha! Llamaste a votar en blanco porque decas que eran lo mismo sorete! Ac tens 'lo mismo' ahora forro!!,spa,23924,1,1,0,0,0,0,1,0,0,1,0,1
@qweenbellaC callate de una vez perra en celo,spa,22292,0,0,0,0,1,0,0,0,0,1,1,1
@AgusMariano17 @astrobrix @saintlean asi le digo a tu mami callate perra,spa,20042,0,0,0,0,1,0,0,0,0,1,1,1
La zorra de @laufer4 rindose en la cara de mica mientras lloraba hay la tienen ala careta esa,spa,22618,0,0,0,0,1,0,0,0,0,0,1,1
MMMMM TU NADA MS KERIAS ENSEAR LAS CHCHIS PINCHE BIEJA PUTA!!!!,spa,20617,0,0,0,0,0,0,1,0,0,0,1,1
@SantiagoPovedaM Cllate Perra!,spa,20518,0,0,0,0,1,0,0,0,0,0,1,1
